"","CommonName","ScientificName","Order","Family","MeanLog","SDLog","Median","SD"
"3936","Spotted Kestrel","Falco moluccensis","Falconiformes","Falconidae (Falcons and Caracaras)",13.5797189306732,2.29172326304501,789945.25981829,9.89196946725983
"3937","Southern Citril","Crithagra hyposticta","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",13.5705713305991,2.28881339032779,782752.106704375,9.86322693402526
"3938","Brown Crake","Zapornia akool","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",13.5053032532804,2.34905694974097,733294.924993805,10.4756859666554
"3939","Slaty-backed Thornbill","Acanthiza robustirostris","Passeriformes","Acanthizidae (Thornbills and Allies)",13.5732849280361,2.31843635477567,784879.065364498,10.1597755947516
"3940","Fairy Gerygone","Gerygone palpebrosa","Passeriformes","Acanthizidae (Thornbills and Allies)",13.5714541783421,2.30694253168454,783443.462771261,10.0436694613082
"3941","Violet Turaco","Musophaga violacea","Musophagiformes","Musophagidae (Turacos)",13.5500251063346,2.34058570495037,766833.598983683,10.3873186853684
"3942","Rufous-chested Flycatcher","Ficedula dumetoria","Passeriformes","Muscicapidae (Old World Flycatchers)",13.5417413268163,2.32185923319328,760507.55646803,10.1946108557832
"3943","Bar-winged Prinia","Prinia familiaris","Passeriformes","Cisticolidae (Cisticolas and Allies)",13.5591307695759,2.28875466788689,773848.014485263,9.86264775827001
"3944","Black-and-white Antbird","Myrmochanes hemileucus","Passeriformes","Thamnophilidae (Typical Antbirds)",13.5074094193078,2.27077002599232,734840.993419813,9.68685707467859
"3945","Black-chinned Babbler","Cyanoderma pyrrhops","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",13.5366102011411,2.2510751632174,756615.291010264,9.49794218670921
"3946","Short-billed Pigeon","Patagioenas nigrirostris","Columbiformes","Columbidae (Pigeons and Doves)",13.5458237533316,2.26864896097697,763618.618702384,9.66633239581282
"3947","Fiery-necked Nightjar","Caprimulgus pectoralis","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",13.5506535386129,2.32116949992043,767315.653422781,10.187581717866
"3948","Narrow-tailed Starling","Poeoptera lugubris","Passeriformes","Sturnidae (Starlings)",13.5181659041579,2.31726564700021,742787.963541382,10.147888426024
"3949","Yellow-bellied Hyliota","Hyliota flavigaster","Passeriformes","Hyliotidae (Hyliotas)",13.5398402175244,2.33263320150388,759063.121934908,10.3050410877807
"3950","Mistletoe Tyrannulet","Zimmerius parvus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.5412629860325,2.27632481160707,760143.861679399,9.74081521321233
"3951","African Cuckoo-Hawk","Aviceda cuculoides","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.5652055509403,2.29996292180865,778563.279584213,9.97381263702526
"3952","Amazonian Tyrannulet","Inezia subflava","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.5366062891554,2.28729782804737,756612.331147877,9.84828992116658
"3953","White-crowned Robin-Chat","Cossypha albicapillus","Passeriformes","Muscicapidae (Old World Flycatchers)",13.5493691243849,2.29701273501485,766330.734937162,9.94443138809615
"3954","Brown-hooded Parrot","Pyrilia haematotis","Psittaciformes","Psittacidae (New World and African Parrots)",13.5539755333898,2.3064301667697,769868.910621145,10.0385247555558
"3955","Collared Sparrowhawk","Accipiter cirrocephalus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.5436686807617,2.30819422193201,761974.737141551,10.0562488955568
"3956","Senegal Batis","Batis senegalensis","Passeriformes","Platysteiridae (Wattle-eyes and Batises)",13.5358518812492,2.2362336795234,756041.752075039,9.35801953090919
"3957","Yellow Bunting","Emberiza sulphurata","Passeriformes","Emberizidae (Old World Buntings)",13.5204471590609,2.27135308021886,744484.386476033,9.69250668449221
"3958","Black-capped Petrel","Pterodroma hasitata","Procellariiformes","Procellariidae (Shearwaters and Petrels)",13.526747733783,2.32267483926699,749189.874054221,10.2029290340335
"3959","Audubon's Shearwater","Puffinus lherminieri","Procellariiformes","Procellariidae (Shearwaters and Petrels)",13.5447021506735,2.32418155803223,762762.62216355,10.2183135658404
"3960","Eastern Screech-Owl","Megascops asio","Strigiformes","Strigidae (Owls)",13.5462546413295,2.2231066266797,763947.723698735,9.23597908221495
"3961","White-quilled Bustard","Eupodotis afraoides","Otidiformes","Otididae (Bustards)",13.5270569907382,2.31455405715916,749421.602063454,10.1204087884505
"3962","Amazonian Scrub-Flycatcher","Sublegatus obscurior","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.5004696117061,2.2637916836634,729758.992757143,9.61949418394154
"3963","Amazonian Umbrellabird","Cephalopterus ornatus","Passeriformes","Cotingidae (Cotingas)",13.5830208019915,2.30141728138913,792557.86828957,9.98832870021694
"3964","Yellow-fronted Woodpecker","Melanerpes flavifrons","Piciformes","Picidae (Woodpeckers)",13.5845633554675,2.27514214889196,793781.374603591,9.72930192375596
"3965","Southern Brown-throated Weaver","Ploceus xanthopterus","Passeriformes","Ploceidae (Weavers and Allies)",13.5364902357791,2.30533182171428,756524.528827273,10.0275050443573
"3966","Rufous-bellied Eagle","Lophotriorchis kienerii","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.5280165850828,2.24270688955096,750141.087946577,9.41879244247407
"3967","Jungle Prinia","Prinia sylvatica","Passeriformes","Cisticolidae (Cisticolas and Allies)",13.4920861510767,2.31237026998056,723666.66007003,10.098332083682
"3968","Brown-headed Thrush","Turdus chrysolaus","Passeriformes","Turdidae (Thrushes and Allies)",13.5614082207137,2.28781979498688,775612.42394188,9.85343174473037
"3969","Regal Sunbird","Cinnyris regius","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",13.5678805454253,2.27110675723159,780648.720090763,9.6901194913139
"3970","Besra","Accipiter virgatus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.557831974546,2.34075997568729,772843.596937607,10.3891290487924
"3971","Bismarck Munia","Lonchura melaena","Passeriformes","Estrildidae (Waxbills and Allies)",13.5468609484345,2.30829696537524,764411.051076572,10.0572821622742
"3972","Black-necked Stork","Ephippiorhynchus asiaticus","Ciconiiformes","Ciconiidae (Storks)",13.5108863140382,2.30633578000721,737400.405021522,10.0375772964185
"3973","Spotted Whistling-Duck","Dendrocygna guttata","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",13.5389632636384,2.27622582734824,758397.750373109,9.73985107355611
"3974","Mangrove Fantail","Rhipidura phasiana","Passeriformes","Rhipiduridae (Fantails)",13.4999391143999,2.31269239080017,729371.960246248,10.1015854906564
"3975","Black-throated Parrotbill","Suthora nipalensis","Passeriformes","Paradoxornithidae (Parrotbills, Wrentit, and Allies)",13.5730849100999,2.2662274833433,784722.091173037,9.64295390478672
"3976","Belford's Melidectes","Melidectes belfordi","Passeriformes","Meliphagidae (Honeyeaters)",13.5130690946975,2.33328038561419,739011.746326315,10.3117125052137
"3977","Plain Greenbul","Eurillas curvirostris","Passeriformes","Pycnonotidae (Bulbuls)",13.5204796362575,2.30021090512491,744508.565634452,9.97628628285745
"3978","Topknot Pigeon","Lopholaimus antarcticus","Columbiformes","Columbidae (Pigeons and Doves)",13.5353003076674,2.2877317647714,755624.854403313,9.85256438318819
"3979","Great Potoo","Nyctibius grandis","Caprimulgiformes","Nyctibiidae (Potoos)",13.494210901369,2.27921466539896,725205.905694735,9.76900545821687
"3980","Western Crowned Warbler","Phylloscopus occipitalis","Passeriformes","Phylloscopidae (Leaf Warblers)",13.5668081396419,2.32718224098995,779811.996622249,10.2490215346118
"3981","Eurasian Pygmy-Owl","Glaucidium passerinum","Strigiformes","Strigidae (Owls)",13.5470484849627,2.30967736298553,764554.419514211,10.0711747970109
"3982","Wreathed Hornbill","Rhyticeros undulatus","Bucerotiformes","Bucerotidae (Hornbills)",13.5168912110389,2.28938836018501,741841.740035835,9.86889962286346
"3983","Planalto Woodcreeper","Dendrocolaptes platyrostris","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.527586212253,2.28971393976724,749818.317064693,9.87211325819844
"3984","Chihuahuan Raven","Corvus cryptoleucus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",13.5472148247928,2.21628555503211,764681.605944263,9.17319418074791
"3985","Chestnut-breasted Nigrita","Nigrita bicolor","Passeriformes","Estrildidae (Waxbills and Allies)",13.5248445320956,2.26023633217233,747765.370610451,9.58535422668749
"3986","White-vented Plumeleteer","Chalybura buffonii","Caprimulgiformes","Trochilidae (Hummingbirds)",13.5090002121927,2.30627140144815,736010.903539322,10.0369311124561
"3987","Siberian Crane","Leucogeranus leucogeranus","Gruiformes","Gruidae (Cranes)",13.5296545043463,2.29892146313429,751370.76526605,9.96343073043964
"3988","Magpie Shrike","Corvinella melanoleuca","Passeriformes","Laniidae (Shrikes)",13.5447254068194,2.29088519338082,762780.361288676,9.88368278062557
"3989","Yellow-breasted Brushfinch","Atlapetes latinuchus","Passeriformes","Passerellidae (New World Sparrows)",13.5188902034864,2.30434507686491,743326.159248451,10.0176153355148
"3990","Black-billed Woodhoopoe","Phoeniculus somaliensis","Bucerotiformes","Phoeniculidae (Woodhoopoes and Scimitarbills)",13.5521580254376,2.30000421597363,768470.938551459,9.97422450579353
"3991","Pale Batis","Batis soror","Passeriformes","Platysteiridae (Wattle-eyes and Batises)",13.5273272858506,2.30895919657148,749624.194438294,10.0639446140696
"3992","Lucifer Hummingbird","Calothorax lucifer","Caprimulgiformes","Trochilidae (Hummingbirds)",13.5567170476835,2.32724871343449,771982.413018674,10.249702834771
"3993","Puna Miner","Geositta punensis","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.5024424014211,2.3133707833765,731200.074801018,10.1084406562463
"3994","Ruddy Spinetail","Synallaxis rutilans","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.5369687345414,2.30319580245333,756886.611499084,10.0061089598027
"3995","Ross's Turaco","Musophaga rossae","Musophagiformes","Musophagidae (Turacos)",13.5397801731099,2.27908243043016,759017.54580252,9.76771373949201
"3996","Buff-bellied Warbler","Phyllolais pulchella","Passeriformes","Cisticolidae (Cisticolas and Allies)",13.5282633426339,2.30964261774361,750326.213764136,10.0708248776851
"3997","Pale-rumped Warbler","Phylloscopus chloronotus","Passeriformes","Phylloscopidae (Leaf Warblers)",13.4934844561722,2.27084659918877,724679.274655322,9.68759885668829
"3998","Strong-billed Woodcreeper","Xiphocolaptes promeropirhynchus","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.5570569952555,2.25963338666353,772244.891177475,9.57957652240174
"3999","Streak-throated Hermit","Phaethornis rupurumii","Caprimulgiformes","Trochilidae (Hummingbirds)",13.5324181344583,2.33513562706512,753450.148137298,10.330860978712
"4000","Northern Emerald-Toucanet","Aulacorhynchus prasinus","Piciformes","Ramphastidae (Toucans)",13.5326889757624,2.3114606490605,753654.241195164,10.0891506060261
"4001","Silvery-cheeked Hornbill","Bycanistes brevis","Bucerotiformes","Bucerotidae (Hornbills)",13.5032175725426,2.29328398460506,731767.099725376,9.90742013123465
"4002","Sharp-tailed Grouse","Tympanuchus phasianellus","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",13.5030495035503,2.01942039050322,731644.122700881,7.53395691493541
"4003","Blue-capped Cordonbleu","Uraeginthus cyanocephalus","Passeriformes","Estrildidae (Waxbills and Allies)",13.5091326531212,2.28419873383739,736108.387962051,9.8178163874596
"4004","Virginia's Warbler","Oreothlypis virginiae","Passeriformes","Parulidae (New World Warblers)",13.5338684821298,2.23697452677613,754543.705632849,9.36495496270025
"4005","Crested Kingfisher","Megaceryle lugubris","Coraciiformes","Alcedinidae (Kingfishers)",13.482224730322,2.24939828268441,716565.350697383,9.4820286186581
"4006","Black-winged Oriole","Oriolus nigripennis","Passeriformes","Oriolidae (Old World Orioles)",13.4815234683461,2.29420825720819,716063.026814642,9.91658152138842
"4007","Spot-necked Babbler","Stachyris strialata","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",13.4957878968504,2.26301346462119,726350.454367912,9.61201102253814
"4008","Layard's Woodcreeper","Lepidocolaptes layardi","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.4850162698869,2.25038914985202,718568.465811468,9.4914287058485
"4009","Cape Bulbul","Pycnonotus capensis","Passeriformes","Pycnonotidae (Bulbuls)",13.481821639508,2.27363053711268,716276.567993683,9.71460610634744
"4010","Chocolate-backed Kingfisher","Halcyon badia","Coraciiformes","Alcedinidae (Kingfishers)",13.5025389340355,2.28959733791822,731270.662862867,9.87096221864673
"4011","Racket-tailed Coquette","Discosura longicaudus","Caprimulgiformes","Trochilidae (Hummingbirds)",13.5421644963212,2.29098397946827,760829.448176783,9.88465919920464
"4012","Madagascar Buzzard","Buteo brachypterus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.5268760928596,2.32645860881364,749286.045546766,10.2416076956235
"4013","White-bellied Antbird","Myrmeciza longipes","Passeriformes","Thamnophilidae (Typical Antbirds)",13.5385435271676,2.30842898365798,758079.489975356,10.0586099950414
"4014","Cream-vented Bulbul","Pycnonotus simplex","Passeriformes","Pycnonotidae (Bulbuls)",13.5470152378102,2.26479268371331,764529.000679375,9.62912811908008
"4015","Thick-billed Lark","Ramphocoris clotbey","Passeriformes","Alaudidae (Larks)",13.5005513908046,2.32340949020497,729818.674230031,10.2104273794145
"4016","Iraq Babbler","Turdoides altirostris","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",13.4943568100006,2.31614810525663,725311.727216023,10.1365540715856
"4017","Golden-naped Tanager","Tangara ruficervix","Passeriformes","Thraupidae (Tanagers and Allies)",13.4758338811287,2.33074615689685,712000.491803175,10.2856133518381
"4018","Yucatan Jay","Cyanocorax yucatanicus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",13.490541382226,2.28579093394646,722549.625357563,9.83346076696891
"4019","Red-winged Prinia","Prinia erythroptera","Passeriformes","Cisticolidae (Cisticolas and Allies)",13.5433301915289,2.27539950854267,761716.860544097,9.73180617573355
"4020","Elegant Parrot","Neophema elegans","Psittaciformes","Psittaculidae (Old World Parrots)",13.5064843489843,2.32640232700793,734161.528149354,10.2410312956696
"4021","Australian Bustard","Ardeotis australis","Otidiformes","Otididae (Bustards)",13.4827014854541,2.27094854027377,716907.058354782,9.68858647136521
"4022","Senegal Lapwing","Vanellus lugubris","Charadriiformes","Charadriidae (Plovers and Lapwings)",13.4622560493126,2.29448844577485,702398.404155719,9.91936042344116
"4023","Island Monarch","Monarcha cinerascens","Passeriformes","Monarchidae (Monarch Flycatchers)",13.5066542304566,2.30592872687052,734286.259185105,10.0334923005567
"4024","Blue-bellied Roller","Coracias cyanogaster","Coraciiformes","Coraciidae (Rollers)",13.4798560062144,2.29174151224546,714870.013761936,9.89214998944066
"4025","Mountain Scops-Owl","Otus spilocephalus","Strigiformes","Strigidae (Owls)",13.4828183658425,2.28566275613237,716990.855627242,9.83220041623909
"4026","Nepal Fulvetta","Alcippe nipalensis","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",13.5132466618649,2.23817090778846,739142.982199979,9.37616572183141
"4027","Gray-eyed Bulbul","Iole propinqua","Passeriformes","Pycnonotidae (Bulbuls)",13.5194047755696,2.26531251535056,743708.752566242,9.63413494575628
"4028","Spotted Piculet","Picumnus pygmaeus","Piciformes","Picidae (Woodpeckers)",13.5215135794456,2.2625196972634,745278.743285681,9.60726609679367
"4029","Rufous-rumped Foliage-gleaner","Philydor erythrocercum","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.5724614044078,2.31641161010099,784232.964984816,10.1392254546343
"4030","Torresian Kingfisher","Todiramphus sordidus","Coraciiformes","Alcedinidae (Kingfishers)",13.486643565845,2.23984914322418,719738.741305505,9.39191434665078
"4031","Long-tailed Woodcreeper","Deconychura longicauda","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.5130769772053,2.27510036284227,739017.57161509,9.72889538315618
"4032","Speckled Wood-Pigeon","Columba hodgsonii","Columbiformes","Columbidae (Pigeons and Doves)",13.4780487720388,2.30201479272547,713579.242955854,9.99429862321714
"4033","Andean Flicker","Colaptes rupicola","Piciformes","Picidae (Woodpeckers)",13.5442210046679,2.31608181454629,762395.710250877,10.1358821344876
"4034","Christmas Shearwater","Puffinus nativitatis","Procellariiformes","Procellariidae (Shearwaters and Petrels)",13.5023230600039,2.27461750804872,731112.817554704,9.72419887334189
"4035","West Indian Woodpecker","Melanerpes superciliaris","Piciformes","Picidae (Woodpeckers)",13.495715891315,2.28672635643444,726298.154997532,9.84266351086072
"4036","Scaly-breasted Hummingbird","Phaeochroa cuvierii","Caprimulgiformes","Trochilidae (Hummingbirds)",13.5051065138051,2.29217111339646,733150.671125709,9.89640058142624
"4037","Friendly Fantail","Rhipidura albolimbata","Passeriformes","Rhipiduridae (Fantails)",13.5040029845589,2.31548026237853,732342.06416107,10.1297867061603
"4038","Spot-backed Antshrike","Hypoedaleus guttatus","Passeriformes","Thamnophilidae (Typical Antbirds)",13.4886365199814,2.29874108541364,721174.577910155,9.96163371159065
"4039","White-tailed Nightjar","Hydropsalis cayennensis","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",13.4751299967243,2.29098837957738,711499.502101213,9.88470269287929
"4040","Yellow-browed Bulbul","Iole indica","Passeriformes","Pycnonotidae (Bulbuls)",13.4675097713439,2.32015462278253,706098.320782818,10.177247818796
"4041","Great Slaty Woodpecker","Mulleripicus pulverulentus","Piciformes","Picidae (Woodpeckers)",13.5184200395757,2.30109877992614,742976.756259291,9.98514790948324
"4042","Black-faced Warbler","Abroscopus schisticeps","Passeriformes","Scotocercidae (Bush Warblers and Allies)",13.4976593659465,2.34422606732347,727711.069573784,10.425201200674
"4043","Chilean Tinamou","Nothoprocta perdicaria","Tinamiformes","Tinamidae (Tinamous)",13.4899828964357,2.30258110558492,722146.204321959,9.99996012598827
"4044","Peruvian Tern","Sternula lorata","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",13.5222402541459,2.28859872349262,745820.515315301,9.86110985355634
"4045","Green Aracari","Pteroglossus viridis","Piciformes","Ramphastidae (Toucans)",13.5325008176376,2.26464660693672,753512.448366596,9.62772162981328
"4046","Fraser's Sunbird","Deleornis fraseri","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",13.5082809930913,2.2985736491505,735481.740753401,9.95996591249613
"4047","Gray-winged Trumpeter","Psophia crepitans","Gruiformes","Psophiidae (Trumpeters)",13.5060920817522,2.3210341848732,733873.597115441,10.1862032780286
"4048","Andean Slaty Thrush","Turdus nigriceps","Passeriformes","Turdidae (Thrushes and Allies)",13.4968040828691,2.28604874521406,727088.936698518,9.83599627078081
"4049","Rufous-winged Antshrike","Thamnophilus torquatus","Passeriformes","Thamnophilidae (Typical Antbirds)",13.4669462570874,2.30751190093744,705700.536401728,10.0493896461799
"4050","Tawny Frogmouth","Podargus strigoides","Caprimulgiformes","Podargidae (Frogmouths)",13.4696547469343,2.31163849895817,707614.509958373,10.0909451200013
"4051","Micronesian Myzomela","Myzomela rubratra","Passeriformes","Meliphagidae (Honeyeaters)",13.4876010147458,2.22953460139976,720428.184372852,9.29553894182777
"4052","Red-and-white Spinetail","Certhiaxis mustelinus","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",13.4689044478552,2.3455239548723,707083.78656875,10.4387407239951
"4053","Andean Motmot","Momotus aequatorialis","Coraciiformes","Momotidae (Motmots)",13.4918640078602,2.28132944767746,723505.920284713,9.78968663822723
"4054","Crowned Cormorant","Microcarbo coronatus","Suliformes","Phalacrocoracidae (Cormorants and Shags)",13.4763467613607,2.3610709577215,712365.756441132,10.6022999894868
"4055","Blue Mockingbird","Melanotis caerulescens","Passeriformes","Mimidae (Mockingbirds and Thrashers)",13.5242528063754,2.26528296524106,747323.029493137,9.63385026021994
"4056","White-eyed Tody-Tyrant","Hemitriccus zosterops","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.4981525844316,2.34145491687718,728070.078652725,10.3963513917567
"4057","Blue-headed Coucal","Centropus monachus","Cuculiformes","Cuculidae (Cuckoos)",13.5142510396298,2.29556889573282,739885.733915643,9.93008358787192
"4058","Melanesian Flycatcher","Myiagra caledonica","Passeriformes","Monarchidae (Monarch Flycatchers)",13.520358626771,2.30392254785157,744418.478486014,10.0133834964914
"4059","Rufous-crowned Elaenia","Elaenia ruficeps","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.4990163043763,2.33701966203919,728699.198953572,10.3503430287772
"4060","Guianan Streaked-Antwren","Myrmotherula surinamensis","Passeriformes","Thamnophilidae (Typical Antbirds)",13.4779877367602,2.29972769032731,713535.690777046,9.97146675822709
"4061","Buff-sided Robin","Poecilodryas cerviniventris","Passeriformes","Petroicidae (Australasian Robins)",13.5145051499312,2.30090451048068,740073.770392482,9.98320828874665
"4062","Hooded Munia","Lonchura spectabilis","Passeriformes","Estrildidae (Waxbills and Allies)",13.4891762177987,2.15185120981393,721563.899304264,8.60076549043473
"4063","Yellow-spotted Petronia","Gymnornis pyrgita","Passeriformes","Passeridae (Old World Sparrows)",13.5070357178983,2.286916374718,734566.433609674,9.84453397459228
"4064","Crested Bunting","Emberiza lathami","Passeriformes","Emberizidae (Old World Buntings)",13.5106158001905,2.26514011229096,737200.954978836,9.63247413458354
"4065","Sooty Falcon","Falco concolor","Falconiformes","Falconidae (Falcons and Caracaras)",13.4551891781515,2.28932478140017,697452.14300986,9.86827219016374
"4066","Tiny Greenbul","Phyllastrephus debilis","Passeriformes","Pycnonotidae (Bulbuls)",13.5012481261263,2.26490650598627,730327.341861549,9.63022419070676
"4067","Shining Drongo","Dicrurus atripennis","Passeriformes","Dicruridae (Drongos)",13.5056334022767,2.32078999753781,733537.061545658,10.1837162398564
"4068","Western Whistler","Pachycephala occidentalis","Passeriformes","Pachycephalidae (Whistlers and Allies)",13.5235968611978,2.25686127677559,746832.987293865,9.55305765718816
"4069","Little Sparrowhawk","Accipiter minullus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.4673338248684,2.24956121232898,705974.096200682,9.48357364807288
"4070","Mexican Chickadee","Poecile sclateri","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",13.4812804113118,2.32882021384193,715889.003808572,10.2658229099869
"4071","Japanese Paradise-Flycatcher","Terpsiphone atrocaudata","Passeriformes","Monarchidae (Monarch Flycatchers)",13.4603059179987,2.32471869102114,701029.969780014,10.2238036334639
"4072","Rufous-bellied Chachalaca","Ortalis wagleri","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",13.4827059352245,2.30626242513855,716910.248433732,10.0368410182593
"4073","Spinifexbird","Megalurus carteri","Passeriformes","Locustellidae (Grassbirds and Allies)",13.4951319510538,2.27033286605032,725874.164067883,9.68262329428869
"4074","White-shouldered Black-Tit","Melaniparus guineensis","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",13.4435469746876,2.33513884982643,689379.34700407,10.3308942726647
"4075","White-crested Spadebill","Platyrinchus platyrhynchos","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.4920070468189,2.28434345373005,723609.417220036,9.81923732360974
"4076","Sunda Cuckoo","Cuculus lepidus","Cuculiformes","Cuculidae (Cuckoos)",13.437078890221,2.32343937858822,684934.77259475,10.2107325571418
"4077","Square-tailed Bulbul","Hypsipetes ganeesa","Passeriformes","Pycnonotidae (Bulbuls)",13.4756076573055,2.30762763013151,711839.438547524,10.0505527212441
"4078","Gabon Boubou","Laniarius bicolor","Passeriformes","Malaconotidae (Bushshrikes and Allies)",13.4363183305547,2.31318404095594,684414.036883079,10.1065531578136
"4079","Smoke-colored Pewee","Contopus fumigatus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.4535182500309,2.31091491344788,696287.723712716,10.0836460993786
"4080","Short-tailed Antthrush","Chamaeza campanisona","Passeriformes","Formicariidae (Antthrushes)",13.4495949751168,2.29606442198905,693561.3472126,9.9350054243651
"4081","Brown Tinamou","Crypturellus obsoletus","Tinamiformes","Tinamidae (Tinamous)",13.4796802506479,2.26921523622898,714744.382418278,9.67180775075892
"4082","Black-backed Swamphen","Porphyrio indicus","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",13.4902410340629,2.26283984139149,722332.641491817,9.61034229900927
"4083","Rose-fronted Parakeet","Pyrrhura roseifrons","Psittaciformes","Psittacidae (New World and African Parrots)",13.4435768638034,2.26220990910914,689399.952251099,9.6042903405129
"4084","Violet-bellied Hummingbird","Juliamyia julie","Caprimulgiformes","Trochilidae (Hummingbirds)",13.4250528371759,2.28862503493496,676747.042405511,9.86136931699309
"4085","Black-breasted Snake-Eagle","Circaetus pectoralis","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",13.4654163912448,2.29877719863711,704621.734677324,9.9619934647909
"4086","Black-headed Honeyeater","Melithreptus affinis","Passeriformes","Meliphagidae (Honeyeaters)",13.4799098665262,2.31924652974123,714908.517920688,10.1680101258493
"4087","Lesser Green Leafbird","Chloropsis cyanopogon","Passeriformes","Chloropseidae (Leafbirds)",13.4571091771101,2.29040531076732,698792.536763625,9.87894091096324
"4088","Fire-capped Tit","Cephalopyrus flammiceps","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",13.4695102554905,2.32456019200788,707512.273102592,10.2221832990903
"4089","Gray-hooded Fulvetta","Fulvetta cinereiceps","Passeriformes","Paradoxornithidae (Parrotbills, Wrentit, and Allies)",13.442877491721,2.32385443392278,688917.973731712,10.2149714557872
"4090","Barred Cuckoo-Dove","Macropygia unchall","Columbiformes","Columbidae (Pigeons and Doves)",13.4716252936069,2.32369416998806,709010.272132078,10.213334495445
"4091","African Shrike-flycatcher","Megabyas flammulatus","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)",13.4706910181618,2.29380220117505,708348.170585261,9.91255565105332
"4092","Yellow-crowned Elaenia","Myiopagis flavivertex","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13.4821935471972,2.27354926471761,716543.006299007,9.7138166091246
"4093","Sooty Chat","Myrmecocichla nigra","Passeriformes","Muscicapidae (Old World Flycatchers)",13.4124119178365,2.32949733019639,668246.180183869,10.2727764204733
"4094","Chestnut-hooded Laughingthrush","Ianthocincla treacheri","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",13.4622305753226,2.29898509143804,702380.511493711,9.96406470680578
"4095","Golden-chevroned Tanager","Thraupis ornata","Passeriformes","Thraupidae (Tanagers and Allies)",13.472403107684,2.33097080262454,709561.964831943,10.2879242304891
"4096","Red-crowned Parrot","Amazona viridigenalis","Psittaciformes","Psittacidae (New World and African Parrots)",13.473084922399,2.05824682747681,710045.919585762,7.83222652232677
"4097","Black-crowned White-eye","Zosterops atrifrons","Passeriformes","Zosteropidae (White-eyes, Yuhinas, and Allies)",13.4660140541494,2.295866999287,705042.986820763,9.93304422234865
"4098","American Woodcock","Scolopax minor","Charadriiformes","Scolopacidae (Sandpipers and Allies)",13.5057108885954,2.28544683404293,733593.902834395,9.830077656165
"4099","Ivory-backed Woodswallow","Artamus monachus","Passeriformes","Artamidae (Woodswallows)",13.4789326235808,2.27608374252269,714210.219873933,9.73846728682535
"4100","Nubian Woodpecker","Campethera nubica","Piciformes","Picidae (Woodpeckers)",13.4525846910501,2.28690023154963,695638.001379309,9.84437505390547
"4101","White-bellied Canary","Crithagra dorsostriata","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",13.4835462473051,2.30010141290674,717512.929960971,9.97519401694165
"4102","White-tailed Shrike","Lanioturdus torquatus","Passeriformes","Platysteiridae (Wattle-eyes and Batises)",13.4617347033725,2.33657454294239,702032.307039288,10.3457369186465
"4103","Mountain Plover","Charadrius montanus","Charadriiformes","Charadriidae (Plovers and Lapwings)",13.4475920880161,2.34263105621795,692173.612338795,10.4085861431048
