"","CommonName","ScientificName","Order","Family","MeanLog","SDLog","Median","SD"
"1","House Sparrow","Passer domesticus","Passeriformes","Passeridae (Old World Sparrows)",21.2045953409649,0.433564086152638,1618224408.5091,1.5427462170792
"2","European Starling","Sturnus vulgaris","Passeriformes","Sturnidae (Starlings)",20.983053006019,0.572343765640369,1296654089.20405,1.7724163155438
"3","Ring-billed Gull","Larus delawarensis","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",20.9095941175281,2.01391012345315,1204817713.7241,7.49255696752577
"4","Barn Swallow","Hirundo rustica","Passeriformes","Hirundinidae (Swallows)",20.7967183915478,0.555929334942145,1076217473.89352,1.74356058385682
"5","Glaucous Gull","Larus hyperboreus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",20.6978449135561,2.2675055912362,974899467.662462,9.65528651981077
"6","Alder Flycatcher","Empidonax alnorum","Passeriformes","Tyrannidae (Tyrant Flycatchers)",20.6196076900735,1.46550524839938,901533436.773534,4.32973027704805
"7","Black-legged Kittiwake","Rissa tridactyla","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",20.5563537166752,2.03057079594752,846273978.397165,7.61843368901884
"8","Horned Lark","Eremophila alpestris","Passeriformes","Alaudidae (Larks)",20.4715293530898,0.97038999281637,777449581.593418,2.63897343937765
"9","Sooty Tern","Onychoprion fuscatus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",20.349624525324,2.23533745725474,688223725.413262,9.34963642254031
"10","Savannah Sparrow","Passerculus sandwichensis","Passeriformes","Passerellidae (New World Sparrows)",20.2217899292388,0.880051040410584,605636136.716147,2.4110227628685
"11","American Robin","Turdus migratorius","Passeriformes","Turdidae (Thrushes and Allies)",20.1350339649826,0.700322729290099,555308273.349009,2.01440270933387
"12","Blue-gray Gnatcatcher","Polioptila caerulea","Passeriformes","Polioptilidae (Gnatcatchers)",20.1160284833118,1.21798286152601,544854030.774145,3.38036219326957
"13","Red-winged Blackbird","Agelaius phoeniceus","Passeriformes","Icteridae (Troupials and Allies)",19.847962999969,0.728456323281787,416735797.557801,2.07187982517396
"14","Rook","Corvus frugilegus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",19.6585646006281,1.7354392722162,344830862.316969,5.67141855330333
"15","Eurasian Blackbird","Turdus merula","Passeriformes","Turdidae (Thrushes and Allies)",19.6748642889092,1.71843742189415,350497555.085375,5.57580901654949
"16","White Wagtail","Motacilla alba","Passeriformes","Motacillidae (Wagtails and Pipits)",19.6723829202741,1.7989939604962,349628919.593605,6.04356434052422
"17","Common Wood-Pigeon","Columba palumbus","Columbiformes","Columbidae (Pigeons and Doves)",19.6463893476784,1.67267152235604,340657914.241162,5.3263783456576
"18","Golden-crowned Kinglet","Regulus satrapa","Passeriformes","Regulidae (Kinglets)",19.5380555336709,1.13608646778118,305681886.836415,3.11455556962001
"19","Swainson's Thrush","Catharus ustulatus","Passeriformes","Turdidae (Thrushes and Allies)",19.5172394558043,1.2115924071756,299384559.099003,3.35882901964792
"20","Rock Pigeon","Columba livia","Columbiformes","Columbidae (Pigeons and Doves)",19.47129602031,0.431172825487747,285940990.424877,1.53906151603053
"21","Dark-eyed Junco","Junco hyemalis","Passeriformes","Passerellidae (New World Sparrows)",19.4568171360828,0.708601182874041,281830711.858107,2.03114806585709
"22","Chipping Sparrow","Spizella passerina","Passeriformes","Passerellidae (New World Sparrows)",19.4215964957572,0.746166689602864,272077224.007483,2.10890043246644
"23","Yellow-rumped Warbler","Setophaga coronata","Passeriformes","Parulidae (New World Warblers)",19.3961684253274,1.11274599858455,265246045.117242,3.04270218907291
"24","Common Redpoll","Acanthis flammea","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",19.3468020145731,1.57937480042646,252469754.304726,4.85192144357621
"25","Brown Noddy","Anous stolidus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",19.3546498044979,2.24381603809185,254458878.80567,9.42924507805974
"26","Red-footed Booby","Sula sula","Suliformes","Sulidae (Boobies and Gannets)",19.359802944071,2.28105958781362,255773525.293004,9.78704515115571
"27","Meadow Pipit","Anthus pratensis","Passeriformes","Motacillidae (Wagtails and Pipits)",19.3187640710256,1.88970472813641,245489337.142037,6.61741445624485
"28","Mourning Dove","Zenaida macroura","Columbiformes","Columbidae (Pigeons and Doves)",19.2993522102916,0.876265211228332,240769887.168365,2.40191229874554
"29","Masked Booby","Sula dactylatra","Suliformes","Sulidae (Boobies and Gannets)",19.220580667584,2.28004361958027,222531821.558314,9.77710687352582
"30","White-throated Sparrow","Zonotrichia albicollis","Passeriformes","Passerellidae (New World Sparrows)",19.1936781911807,1.15560608726811,216624975.127267,3.17594773580314
"31","Song Sparrow","Melospiza melodia","Passeriformes","Passerellidae (New World Sparrows)",19.1963196955032,0.473831585914289,217197947.356561,1.60613646824369
"32","Western Meadowlark","Sturnella neglecta","Passeriformes","Icteridae (Troupials and Allies)",19.1748099798569,1.07716600001785,212575968.200716,2.93634614328663
"33","House Wren","Troglodytes aedon","Passeriformes","Troglodytidae (Wrens)",19.1331191925816,0.749158874066192,203895709.384971,2.11522010166808
"34","Northern Cardinal","Cardinalis cardinalis","Passeriformes","Cardinalidae (Cardinals and Allies)",19.1396854263482,0.884423683792456,205238941.43847,2.42158838861829
"35","Eurasian Collared-Dove","Streptopelia decaocto","Columbiformes","Columbidae (Pigeons and Doves)",19.1292172329267,0.733845356188315,203101666.721817,2.08307539327783
"36","Black Noddy","Anous minutus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",19.1439045920312,2.2592990401762,206106707.874902,9.5763741600205
"37","Common Grackle","Quiscalus quiscula","Passeriformes","Icteridae (Troupials and Allies)",19.0437349208868,0.981176066183315,186461421.58653,2.66759166218195
"38","Eurasian Jackdaw","Corvus monedula","Passeriformes","Corvidae (Crows, Jays, and Magpies)",19.0332708987577,1.45396937626808,184520457.998368,4.28007004993955
"39","Brown-headed Cowbird","Molothrus ater","Passeriformes","Icteridae (Troupials and Allies)",19.0281960482655,0.800996479149025,183586416.326805,2.22775973893858
"40","White-winged Crossbill","Loxia leucoptera","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",18.9647031156551,1.23219785342738,172292318.030502,3.42875716663571
"41","Tennessee Warbler","Oreothlypis peregrina","Passeriformes","Parulidae (New World Warblers)",18.9511834897323,1.52177550488203,169978665.440852,4.58035041434656
"42","Mallard","Anas platyrhynchos","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.9420816079752,2.17600503596151,168438559.29121,8.81103608179658
"43","Cattle Egret","Bubulcus ibis","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",18.9227874582963,2.24634403547461,165219831.67356,9.45311234041601
"44","White Tern","Gygis alba","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.9466398035117,2.27723611218965,169208087.678389,9.74969606974119
"45","Common House-Martin","Delichon urbicum","Passeriformes","Hirundinidae (Swallows)",18.9256410184895,1.81520020988725,165691969.725147,6.14230580470171
"46","Arctic Tern","Sterna paradisaea","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.8912235918625,2.2690671917127,160086298.251025,9.67037599864305
"47","Brown Skua","Stercorarius antarcticus","Charadriiformes","Stercorariidae (Skuas and Jaegers)",18.8780355830072,2.28563564957829,157988939.125708,9.83193390277889
"48","Lapland Longspur","Calcarius lapponicus","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",18.84266822849,1.06656771442435,152498943.861584,2.90539023777857
"49","Red-eyed Vireo","Vireo olivaceus","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",18.734196867239,0.888300500440705,136822752.29085,2.43099466422029
"50","Ruby-crowned Kinglet","Regulus calendula","Passeriformes","Regulidae (Kinglets)",18.7302793494327,1.15216353323331,136287795.258462,3.16503316189537
"51","Common Swift","Apus apus","Caprimulgiformes","Apodidae (Swifts)",18.6458873733867,2.25026223181943,125258150.966255,9.49022414883229
"52","Ring-necked Pheasant","Phasianus colchicus","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",18.6821036389535,1.02471236000172,129877679.552773,2.78629389571895
"53","Red-tailed Tropicbird","Phaethon rubricauda","Phaethontiformes","Phaethontidae (Tropicbirds)",18.6842554259554,2.25213181724963,130157449.55025,9.50798352979725
"54","Northern Mockingbird","Mimus polyglottos","Passeriformes","Mimidae (Mockingbirds and Thrashers)",18.6417454614844,0.729134309759298,124740415.687028,2.0732850079721
"55","Iceland Gull","Larus glaucoides","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.5635033604766,2.2443029154468,115352516.721365,9.43383708174312
"56","Black-capped Chickadee","Poecile atricapillus","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",18.5413807188665,1.0850612754185,112828634.737264,2.95962116520889
"57","Cliff Swallow","Petrochelidon pyrrhonota","Passeriformes","Hirundinidae (Swallows)",18.5148496687162,0.601216679509509,109874533.553767,1.82433708419542
"58","Brewer's Blackbird","Euphagus cyanocephalus","Passeriformes","Icteridae (Troupials and Allies)",18.5031489080011,1.117604499821,108596410.018857,3.05752113119484
"59","Franklin's Gull","Leucophaeus pipixcan","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.4953291582501,2.28335593765932,107750524.884061,9.80954545517584
"60","Yellow Warbler","Setophaga petechia","Passeriformes","Parulidae (New World Warblers)",18.4845599948594,0.727505959985502,106596367.684302,2.06991172198845
"61","Red-necked Phalarope","Phalaropus lobatus","Charadriiformes","Scolopacidae (Sandpipers and Allies)",18.4464596641529,2.24431657626582,102611407.030242,9.43396595656438
"62","Lincoln's Sparrow","Melospiza lincolnii","Passeriformes","Passerellidae (New World Sparrows)",18.4444663351183,1.49803327660398,102407072.454003,4.47288348949898
"63","Northern Pintail","Anas acuta","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.4176645473455,2.21173438115032,99698834.7544301,9.13154023804669
"64","Snow Bunting","Plectrophenax nivalis","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",18.4135998883976,1.37347848600102,99294415.4636933,3.94906359400957
"65","White-crowned Sparrow","Zonotrichia leucophrys","Passeriformes","Passerellidae (New World Sparrows)",18.3954382838031,1.42213512355832,97507346.6906913,4.14596314033631
"66","Wedge-rumped Storm-Petrel","Oceanodroma tethys","Procellariiformes","Hydrobatidae (Northern Storm-Petrels)",18.3926486216422,2.23754548268485,97235713.1942245,9.37030346580548
"67","Dovekie","Alle alle","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",18.3512004804894,2.27650581756953,93287854.499477,9.74257851842473
"68","Red-billed Quelea","Quelea quelea","Passeriformes","Ploceidae (Weavers and Allies)",18.3476563912168,2.10724483931816,92957819.1978293,8.22554733164403
"69","Magnolia Warbler","Setophaga magnolia","Passeriformes","Parulidae (New World Warblers)",18.3510131537036,1.96956674264877,93270380.8222395,7.16757041295831
"70","American Crow","Corvus brachyrhynchos","Passeriformes","Corvidae (Crows, Jays, and Magpies)",18.3328595713291,0.766209306308065,91592465.4482149,2.15159473911015
"71","Ring-necked Duck","Aythya collaris","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.3029541120357,2.18855186283614,88893902.6960352,8.92228306502269
"72","Pine Siskin","Spinus pinus","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",18.3258986635477,0.878003284560385,90957112.62443,2.40609062852785
"73","White-eyed Vireo","Vireo griseus","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",18.3106713382591,1.54012141168285,89582570.9395062,4.66515664112403
"74","Common Ground-Dove","Columbina passerina","Columbiformes","Columbidae (Pigeons and Doves)",18.2944359937319,1.70659941175273,88139909.7758665,5.51019168845361
"75","Herring Gull","Larus argentatus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.342307280189,2.19232356644551,92461905.0344622,8.95599881520193
"76","Indigo Bunting","Passerina cyanea","Passeriformes","Cardinalidae (Cardinals and Allies)",18.2707171642259,0.829337785046745,86073932.421584,2.2918005730338
"77","Canada Goose","Branta canadensis","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.275379327012,2.23390392185933,86476160.0028462,9.33624299006782
"78","White-rumped Sandpiper","Calidris fuscicollis","Charadriiformes","Scolopacidae (Sandpipers and Allies)",18.2660489228482,2.22474965718902,85673054.9531135,9.25116655095112
"79","Snow Goose","Anser caerulescens","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.2551755883463,2.2448066629347,84746549.3995377,9.43859055064775
"80","Arctic Warbler","Phylloscopus borealis","Passeriformes","Phylloscopidae (Leaf Warblers)",18.2565331031946,2.28153858334236,84861672.2214862,9.79173422495574
"81","Black Kite","Milvus migrans","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",18.239571188791,2.23416699946356,83434394.7002854,9.33869946961441
"82","House Finch","Haemorhous mexicanus","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",18.2083047357426,0.970706278141378,80866057.7378246,2.63980823996024
"83","Townsend's Warbler","Setophaga townsendi","Passeriformes","Parulidae (New World Warblers)",18.172844806546,2.24094775320546,78048798.165713,9.40223806732826
"84","Varied Thrush","Ixoreus naevius","Passeriformes","Turdidae (Thrushes and Allies)",18.2291783978577,1.70051947729231,82571768.7892349,5.47679172181497
"85","Little Stint","Calidris minuta","Charadriiformes","Scolopacidae (Sandpipers and Allies)",18.1625435536173,2.26955992595417,77248924.6778427,9.67514209813925
"86","Black-headed Gull","Chroicocephalus ridibundus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.1902966541583,1.73646547699908,79422848.885486,5.67724157744503
"87","Semipalmated Sandpiper","Calidris pusilla","Charadriiformes","Scolopacidae (Sandpipers and Allies)",18.1555766736953,2.24328783195104,76712611.0809925,9.42426580806252
"88","Mew Gull","Larus canus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.1720981164991,2.03259854474068,77990541.6574408,7.63389763193465
"89","Greater White-fronted Goose","Anser albifrons","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",18.1724977823135,2.25970905509922,78021718.0404353,9.58030142139738
"90","American Goldfinch","Spinus tristis","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",18.1572076017359,0.520439188429436,76837825.9099021,1.68276653902457
"91","Dunlin","Calidris alpina","Charadriiformes","Scolopacidae (Sandpipers and Allies)",18.1140437770729,1.81427247450654,73591771.4923242,6.13661001278988
"92","Black-winged Stilt","Himantopus himantopus","Charadriiformes","Recurvirostridae (Stilts and Avocets)",18.105313224195,2.26723289132657,72952071.1719579,9.65265388302561
"93","Black Vulture","Coragyps atratus","Cathartiformes","Cathartidae (New World Vultures)",18.1131608574916,1.16916026044516,73526824.5519287,3.21928813956084
"94","Common Yellowthroat","Geothlypis trichas","Passeriformes","Parulidae (New World Warblers)",18.1117597247677,0.921935468876464,73423875.8512014,2.5141517463725
"95","Eastern Phoebe","Sayornis phoebe","Passeriformes","Tyrannidae (Tyrant Flycatchers)",18.1145094386089,1.15683991760388,73626048.3297519,3.17986873489079
"96","Hermit Thrush","Catharus guttatus","Passeriformes","Turdidae (Thrushes and Allies)",18.1007531829786,1.34004600414564,72620164.0508114,3.81921920124132
"97","Cedar Waxwing","Bombycilla cedrorum","Passeriformes","Bombycillidae (Waxwings)",18.0986859446094,0.873994019455913,72470195.9246411,2.39646328551388
"98","Eurasian Coot","Fulica atra","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",18.0940825408366,1.47522273336792,72137353.0441755,4.3720094568807
"99","Laughing Gull","Leucophaeus atricilla","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.079723260967,2.21234684875922,71108914.0951112,9.13713472370764
"100","Turkey Vulture","Cathartes aura","Cathartiformes","Cathartidae (New World Vultures)",18.076114647173,0.789586278205657,70852771.9238788,2.20248502167979
"101","Gray-cheeked Thrush","Catharus minimus","Passeriformes","Turdidae (Thrushes and Allies)",18.0517294285927,1.46755822013449,69145907.3067184,4.33862822141646
"102","Black-throated Sparrow","Amphispiza bilineata","Passeriformes","Passerellidae (New World Sparrows)",18.0709638178613,1.99757378551273,70488759.6767106,7.37115039429971
"103","Kelp Gull","Larus dominicanus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.0316048081938,2.25485669098576,67768280.7701993,9.5339269145727
"104","Orange-crowned Warbler","Oreothlypis celata","Passeriformes","Parulidae (New World Warblers)",18.0475710576632,1.81032513098818,68858969.98526,6.11243445104566
"105","Little Egret","Egretta garzetta","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",17.9475065951351,2.2391930699769,62302156.3261316,9.38575458375594
"106","Great Crested Tern","Thalasseus bergii","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",18.0072661316106,2.29000242089655,66138800.6342465,9.87496158740473
"107","Graylag Goose","Anser anser","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.9869794542461,1.941280974921,64810582.2454264,6.96767066784664
"108","Wilson's Warbler","Cardellina pusilla","Passeriformes","Parulidae (New World Warblers)",17.9642665228967,1.52887181177116,63355135.242897,4.61296958749298
"109","Western Yellow Wagtail","Motacilla flava","Passeriformes","Motacillidae (Wagtails and Pipits)",17.9766501271657,2.2521136417061,64144578.1518001,9.50781071859919
"110","Blue Grosbeak","Passerina caerulea","Passeriformes","Cardinalidae (Cardinals and Allies)",17.9743776577281,1.52465407022472,63998977.0580416,4.59355424723713
"111","Red Knot","Calidris canutus","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.9217957637614,1.99332709813949,60720733.0593614,7.33991379597212
"112","Clay-colored Sparrow","Spizella pallida","Passeriformes","Passerellidae (New World Sparrows)",17.9393491277229,1.33666969927387,61795995.8169578,3.8063460968372
"113","Red Phalarope","Phalaropus fulicarius","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.9435685713266,2.28225415393092,62057291.40958,9.79874340946219
"114","Brown Booby","Sula leucogaster","Suliformes","Sulidae (Boobies and Gannets)",17.9422947141203,2.28505051884719,61978289.6109051,9.82618261889682
"115","Eastern Bluebird","Sialia sialis","Passeriformes","Turdidae (Thrushes and Allies)",17.9360195896565,0.884624578710949,61590585.846452,2.42207492228968
"116","Great Tit","Parus major","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",17.9267892436616,2.25888774616668,61024699.1119923,9.57243626456745
"117","White-winged Tern","Chlidonias leucopterus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",17.8902165273834,2.25117650277507,58833179.2910342,9.49890475274138
"118","Budgerigar","Melopsittacus undulatus","Psittaciformes","Psittaculidae (Old World Parrots)",17.9008307721667,2.22508151908786,59460974.9517624,9.25423717013178
"119","Common Myna","Acridotheres tristis","Passeriformes","Sturnidae (Starlings)",17.8988083592746,2.26811082605333,59340841.8297721,9.66113200414885
"120","Prairie Warbler","Setophaga discolor","Passeriformes","Parulidae (New World Warblers)",17.9019362644695,2.12905703621378,59526744.9492988,8.40693563676398
"121","American Coot","Fulica americana","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",17.8788116135176,2.1694356690278,58166003.7204547,8.75334286415394
"122","Lesser Black-backed Gull","Larus fuscus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",17.8855154298132,2.2709113792987,58557247.8732624,9.68822644073439
"123","Sabine's Gull","Xema sabini","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",17.8155490554255,2.28486117185349,54600251.9637666,9.82432223689283
"124","Ruddy Turnstone","Arenaria interpres","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.8615957535044,2.08267511334509,57173196.4791663,8.02591044238162
"125","Rosy Starling","Pastor roseus","Passeriformes","Sturnidae (Starlings)",17.8834238684558,2.24455798494711,58434899.7902794,9.43624367276444
"126","Great Egret","Ardea alba","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",17.8766413456633,2.18824870149036,58039904.7960797,8.91957858364913
"127","Greater Flamingo","Phoenicopterus roseus","Phoenicopteriformes","Phoenicopteridae (Flamingos)",17.8880806216964,2.18779577008852,58707651.2745308,8.91553954119106
"128","Green-winged Teal","Anas crecca","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.8297163615163,1.45534325516598,55379295.8925874,4.28595438912186
"129","Common Sandpiper","Actitis hypoleucos","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.835412066502,2.3266228949402,55695620.0135875,10.2432903878992
"130","Whiskered Tern","Chlidonias hybrida","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",17.8266576412277,2.2707437271179,55210164.9107199,9.68660232459065
"131","Pacific Golden-Plover","Pluvialis fulva","Charadriiformes","Charadriidae (Plovers and Lapwings)",17.8356690804151,2.23605914608534,55709936.4025069,9.35638638611037
"132","Laughing Dove","Streptopelia senegalensis","Columbiformes","Columbidae (Pigeons and Doves)",17.8198350872242,2.30143780052077,54834772.6023436,9.98853365415114
"133","Eastern Kingbird","Tyrannus tyrannus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",17.8177505938615,0.948965774608689,54720588.9317051,2.58303683512119
"134","Garganey","Spatula querquedula","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.8157117821162,2.23404051740969,54609137.6050267,9.33751836642072
"135","Least Sandpiper","Calidris minutilla","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.7725473737755,2.18287161918492,52302115.3026987,8.87174599061844
"136","Black-bellied Plover","Pluvialis squatarola","Charadriiformes","Charadriidae (Plovers and Lapwings)",17.8337611740498,2.27387559675975,55603748.3908364,9.71698705601672
"137","Eurasian Wigeon","Mareca penelope","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.7909601244228,1.82424961528113,53274061.7542053,6.19814228239784
"138","Pacific Swift","Apus pacificus","Caprimulgiformes","Apodidae (Swifts)",17.7781920629395,2.26433196079947,52598179.2946914,9.62469278092472
"139","Whimbrel","Numenius phaeopus","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.7583750027649,2.27414637696943,51566098.1931813,9.71961858007539
"140","Lesser Flamingo","Phoeniconaias minor","Phoenicopteriformes","Phoenicopteridae (Flamingos)",17.7324344898445,2.19574711145907,50245647.7817737,8.98671262534406
"141","Northern Parula","Setophaga americana","Passeriformes","Parulidae (New World Warblers)",17.7024493971552,1.34657521027563,48761391.3658678,3.84423725580173
"142","White-faced Whistling-Duck","Dendrocygna viduata","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.6672103444501,2.2729126751174,47073009.3317885,9.70763486231951
"143","Bank Swallow","Riparia riparia","Passeriformes","Hirundinidae (Swallows)",17.7147007642301,0.695854038270434,49362459.5056427,2.00542104911524
"144","Pectoral Sandpiper","Calidris melanotos","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.7261527187425,2.28625646033431,49931005.4138673,9.83803956813352
"145","Common Chaffinch","Fringilla coelebs","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",17.6811378620746,2.13843894214049,47733206.2793938,8.48617986573412
"146","Eared Dove","Zenaida auriculata","Columbiformes","Columbidae (Pigeons and Doves)",17.6702360428395,2.24686908864475,47215653.7509804,9.45807703026701
"147","Zebra Finch","Taeniopygia guttata","Passeriformes","Estrildidae (Waxbills and Allies)",17.7041595437181,2.27017976056332,48844851.8361927,9.68114094501453
"148","Neotropic Cormorant","Phalacrocorax brasilianus","Suliformes","Phalacrocoracidae (Cormorants and Shags)",17.6200219358101,2.2181871527138,44903304.0026387,9.19065450152697
"149","Curlew Sandpiper","Calidris ferruginea","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.6479978630218,2.23599973452816,46177252.4239795,9.35583052513799
"150","Eurasian Tree Sparrow","Passer montanus","Passeriformes","Passeridae (Old World Sparrows)",17.690512785533,1.77197936591905,48182805.6214915,5.88248543671085
"151","Rose-ringed Parakeet","Psittacula krameri","Psittaciformes","Psittaculidae (Old World Parrots)",17.6836725359278,2.22343375942629,47854347.8516079,9.23900096767153
"152","Nashville Warbler","Oreothlypis ruficapilla","Passeriformes","Parulidae (New World Warblers)",17.6886813295571,1.35313778555783,48094641.6930178,3.8695483142187
"153","Gray Catbird","Dumetella carolinensis","Passeriformes","Mimidae (Mockingbirds and Thrashers)",17.6741201802844,0.857867518946558,47399402.4613126,2.35812666769045
"154","Blue Jay","Cyanocitta cristata","Passeriformes","Corvidae (Crows, Jays, and Magpies)",17.6761218839253,1.22986068982403,47494377.0415622,3.42075295739785
"155","Pomarine Jaeger","Stercorarius pomarinus","Charadriiformes","Stercorariidae (Skuas and Jaegers)",17.6900235691967,2.29960757248939,48159239.5707716,9.97026907913196
"156","Common Raven","Corvus corax","Passeriformes","Corvidae (Crows, Jays, and Magpies)",17.6606484575388,0.676984347405352,46765132.7981978,1.96793416909084
"157","Pine Warbler","Setophaga pinus","Passeriformes","Parulidae (New World Warblers)",17.6725279666308,1.6995471788593,47323992.53583,5.47146923374863
"158","Ruddy Shelduck","Tadorna ferruginea","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",17.6283648613913,2.22601029626082,45279496.0152186,9.26283628708223
"159","Pine Grosbeak","Pinicola enucleator","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",17.6890328045152,1.65831093657948,48111548.7262189,5.25043503289687
"160","Willow Warbler","Phylloscopus trochilus","Passeriformes","Phylloscopidae (Leaf Warblers)",17.6880428732964,2.28700139069737,48063945.1681603,9.84537095286728
"161","Lesser Noddy","Anous tenuirostris","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",17.6558593596268,2.25908384613,46541705.4331591,9.57431360303483
"162","Boreal Chickadee","Poecile hudsonicus","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",17.6321123951801,1.63204833180727,45449500.8068618,5.11433986184698
"163","European Goldfinch","Carduelis carduelis","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",17.6339582285494,2.23581916916395,45533470.4852451,9.35414133870064
"164","Northern Rough-winged Swallow","Stelgidopteryx serripennis","Passeriformes","Hirundinidae (Swallows)",17.6334205969155,0.929078105430852,45508996.8306079,2.53217370406715
"165","Common Murre","Uria aalge","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",17.6556761050937,2.20865682069139,46533177.2360994,9.10348057068928
"166","Wood Sandpiper","Tringa glareola","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.612119667581,2.2463013289146,44549864.3766363,9.45270863912693
"167","Carolina Wren","Thryothorus ludovicianus","Passeriformes","Troglodytidae (Wrens)",17.6324648791321,1.15376076650895,45465523.8502897,3.1700924975741
"168","Spanish Sparrow","Passer hispaniolensis","Passeriformes","Passeridae (Old World Sparrows)",17.6162281624868,2.24031034292098,44733273.7777846,9.3962468937077
"169","Carrion Crow","Corvus corone","Passeriformes","Corvidae (Crows, Jays, and Magpies)",17.6299012555174,2.27679046584728,45349116.6355903,9.74535212135275
"170","Kentish Plover","Charadrius alexandrinus","Charadriiformes","Charadriidae (Plovers and Lapwings)",17.5972150258244,2.21984432266249,43890788.4540632,9.20589760469351
"171","Western Sandpiper","Calidris mauri","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.5830616599628,2.21593317518138,43273961.4529782,9.1699623014098
"172","Hooded Crane","Grus monacha","Gruiformes","Gruidae (Cranes)",17.591196346511,2.255345023122,43627417.2420198,9.5385837744243
"173","Northern Lapwing","Vanellus vanellus","Charadriiformes","Charadriidae (Plovers and Lapwings)",17.5799028676432,1.55850175305765,43137483.6618808,4.75169669425915
"174","American Redstart","Setophaga ruticilla","Passeriformes","Parulidae (New World Warblers)",17.6020429283753,1.04422817935062,44103201.2451403,2.84120477665531
"175","Red-necked Stint","Calidris ruficollis","Charadriiformes","Scolopacidae (Sandpipers and Allies)",17.6258431531825,2.24378634051972,45165458.1839256,9.42896505653186
